Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
2013-09-13,13,September,2013,48,Adults (35-64),M,Australia,Victoria,Accessories,Cleaners,Bike Wash - Dissolver,10,3,8,33,30,63,Large,Red,Steel,1 Year,Manufacturer B,4,4.22,2,5,True,48.26,GLS,Express,Premium,No Return
2013-03-12,12,March,2013,41,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,11,11,30,202,121,323,Medium,Black,Plastic,Lifetime,Manufacturer D,1,8.68,5,27,True,90.66,UPS,Standard,,30 Days
2013-07-11,11,July,2013,38,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,152,91,243,Large,Black,Steel,3 Years,Manufacturer A,4,10.75,4,5,False,86.78,DHL,Standard,Premium,60 Days
2013-02-20,20,February,2013,39,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,18,9,25,194,162,356,Extra Large,Green,Carbon Fiber,2 Years,Manufacturer B,5,4.9,4,8,True,97.98,FedEx,Standard,Premium,7 Days
2013-08-15,15,August,2013,52,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,61,58,119,Large,Black,Aluminum,Lifetime,Manufacturer D,2,5.82,2,12,True,78.02,UPS,Express,Basic,30 Days
2013-07-31,31,July,2013,31,Young Adults (25-34),M,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,335,270,605,Large,Blue,Aluminum,3 Years,Manufacturer A,2,9.58,4,24,True,21.46,GLS,Express,,30 Days
2013-06-10,10,June,2013,27,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,1650,3249,4899,Small,Black,Carbon Fiber,2 Years,Manufacturer D,5,10.12,9,4,True,59.02,UPS,Same Day,Basic,7 Days
2013-03-14,14,March,2013,57,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,ML Road Tire,11,9,25,165,99,264,Large,Green,Aluminum,2 Years,Manufacturer B,2,10.08,1,12,False,15.31,GLS,Express,,7 Days
2013-12-01,1,December,2013,23,Youth (<25),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",21,42,54,105,882,987,Medium,Red,Steel,2 Years,Manufacturer C,1,4.25,5,20,True,55.47,FedEx,Standard,Basic,30 Days
2013-05-27,27,May,2013,31,Young Adults (25-34),F,France,Hauts de Seine,Clothing,Gloves,"Half-Finger Gloves, S",18,9,24,240,162,402,Small,Green,Steel,1 Year,Manufacturer C,4,7.11,7,13,True,20.48,Posti,Express,Premium,30 Days
2013-06-21,21,June,2013,62,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,55,52,107,Extra Large,Green,Plastic,2 Years,Manufacturer B,4,10.57,6,7,True,91.69,GLS,Same Day,,30 Days
2013-03-16,16,March,2013,39,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1727,3110,4837,Extra Large,Black,Carbon Fiber,3 Years,Manufacturer C,3,7.71,4,25,True,85.28,DHL,Express,Basic,No Return
2013-08-28,28,August,2013,22,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,18,12,30,Small,White,Plastic,3 Years,Manufacturer D,5,6.63,2,14,True,67.7,FedEx,Same Day,Premium,7 Days
2013-07-10,10,July,2013,27,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,Medium,Green,Aluminum,1 Year,Manufacturer A,1,6.26,8,16,True,29.68,DHL,Next Day,,30 Days
2013-07-06,6,July,2013,23,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26,Extra Large,Black,Steel,Lifetime,Manufacturer B,5,6.23,1,3,True,10.42,DHL,Express,,30 Days
2013-05-13,13,May,2013,42,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51,Medium,Black,Steel,1 Year,Manufacturer C,2,14.87,4,2,True,36.85,DHL,Standard,,60 Days
2013-04-15,15,April,2013,63,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54,Small,Black,Plastic,1 Year,Manufacturer D,5,7.59,7,5,False,26.37,FedEx,Standard,Basic,30 Days
2013-06-29,29,June,2013,27,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,9,6,15,Small,Black,Plastic,2 Years,Manufacturer B,2,10.71,5,16,False,84.05,DHL,Standard,,30 Days
2013-09-08,8,September,2013,33,Young Adults (25-34),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",5,9,24,73,45,118,Extra Large,Red,Aluminum,1 Year,Manufacturer B,3,2.75,6,5,True,69.26,UPS,Same Day,Premium,60 Days
2013-06-19,19,June,2013,34,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,1669,4342,6011,Small,Green,Plastic,Lifetime,Manufacturer D,1,8.99,2,9,False,53.65,Posti,Next Day,Premium,60 Days
2013-06-22,22,June,2013,20,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,219,688,907,Medium,Black,Plastic,2 Years,Manufacturer D,2,5.81,5,14,True,36.68,UPS,Express,Premium,30 Days
2013-02-09,9,February,2013,29,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,173,143,316,Extra Large,Red,Plastic,2 Years,Manufacturer D,3,3.82,2,12,False,13.44,Posti,Express,Basic,60 Days
2013-04-10,10,April,2013,21,Youth (<25),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 48",1,1898,3375,768,1898,2666,Extra Large,White,Plastic,3 Years,Manufacturer D,2,8.34,1,0,False,52.78,GLS,Standard,Basic,7 Days
2013-08-16,16,August,2013,31,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,14,13,35,298,182,480,Small,Green,Aluminum,1 Year,Manufacturer B,2,10.47,9,5,True,25.22,GLS,Standard,Premium,7 Days
2013-12-20,20,December,2013,34,Young Adults (25-34),F,France,Essonne,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,36,26,62,Small,Red,Steel,2 Years,Manufacturer A,3,2.95,3,2,True,34.05,FedEx,Express,Basic,60 Days
2013-06-14,14,June,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,164,87,251,Extra Large,Green,Carbon Fiber,1 Year,Manufacturer B,2,9.25,8,26,True,83.59,DHL,Express,Premium,No Return
2013-02-12,12,February,2013,42,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",6,42,54,1,252,253,Small,Blue,Aluminum,Lifetime,Manufacturer B,1,4.51,7,7,False,10.5,GLS,Next Day,Basic,30 Days
2013-04-27,27,April,2013,30,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,942,2171,3113,Large,White,Aluminum,2 Years,Manufacturer A,1,6.56,1,13,False,11.0,UPS,Next Day,,30 Days
2013-06-01,1,June,2013,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,567,1266,1833,Small,Black,Carbon Fiber,1 Year,Manufacturer B,4,6.03,7,22,True,18.88,Posti,Standard,,30 Days
2013-05-14,14,May,2013,25,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274,Large,Black,Aluminum,Lifetime,Manufacturer A,2,2.24,1,22,True,24.99,GLS,Same Day,,No Return
2013-01-23,23,January,2013,40,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,30,32,62,Large,White,Aluminum,2 Years,Manufacturer D,4,8.79,3,19,True,55.94,DHL,Express,,60 Days
2013-05-20,20,May,2013,40,Adults (35-64),F,Australia,Queensland,Bikes,Touring Bikes,"Touring-1000 Blue, 46",3,1482,2384,1562,4446,6008,Extra Large,Green,Plastic,Lifetime,Manufacturer C,1,9.4,5,24,False,69.43,GLS,Same Day,Basic,7 Days
2013-10-31,31,October,2013,21,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,769,1426,2195,Large,Green,Plastic,2 Years,Manufacturer A,1,1.11,5,2,True,12.07,Posti,Next Day,Premium,30 Days
2013-11-17,17,November,2013,22,Youth (<25),F,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire,22,11,29,281,242,523,Large,Black,Steel,Lifetime,Manufacturer B,1,3.71,1,10,True,29.69,GLS,Express,Premium,No Return
2013-09-09,9,September,2013,37,Adults (35-64),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",5,9,24,73,45,118,Extra Large,White,Plastic,1 Year,Manufacturer A,5,7.27,3,1,True,70.45,FedEx,Standard,Premium,30 Days
2013-01-04,4,January,2013,53,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,10,17,27,Large,Green,Steel,3 Years,Manufacturer A,5,5.57,1,1,False,58.07,GLS,Next Day,,60 Days
2013-02-13,13,February,2013,30,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24,Extra Large,Green,Carbon Fiber,3 Years,Manufacturer B,4,0.93,1,0,False,39.02,DHL,Express,Premium,7 Days
2013-12-14,14,December,2013,25,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791,Small,White,Plastic,Lifetime,Manufacturer A,5,8.85,5,7,True,36.21,GLS,Same Day,Premium,7 Days
2013-06-08,8,June,2013,56,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,87,54,141,Large,White,Plastic,3 Years,Manufacturer B,3,14.09,3,10,False,74.4,Posti,Next Day,,No Return
2013-10-19,19,October,2013,43,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,506,377,883,Small,White,Carbon Fiber,Lifetime,Manufacturer B,1,4.61,5,21,False,64.86,FedEx,Same Day,Premium,7 Days
2013-02-01,1,February,2013,57,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,544,1266,1810,Large,Black,Plastic,3 Years,Manufacturer D,4,4.92,8,19,True,72.59,UPS,Express,Basic,60 Days
2013-08-25,25,August,2013,50,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10,Large,Black,Plastic,1 Year,Manufacturer A,3,2.8,3,10,True,74.95,GLS,Standard,,7 Days
2013-12-06,6,December,2013,46,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",7,38,50,70,266,336,Extra Large,White,Plastic,2 Years,Manufacturer B,5,14.04,7,12,True,96.11,GLS,Express,Basic,60 Days
2013-11-12,12,November,2013,40,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,12,10,22,Large,Black,Plastic,Lifetime,Manufacturer C,1,4.42,3,16,True,20.6,FedEx,Standard,Premium,7 Days
2013-10-10,10,October,2013,18,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,18,11,29,Small,Black,Steel,Lifetime,Manufacturer C,1,7.55,8,1,False,26.23,GLS,Standard,,30 Days
2013-12-01,1,December,2013,40,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227,Large,Black,Plastic,1 Year,Manufacturer C,3,2.78,8,22,False,32.19,GLS,Express,Premium,30 Days
2013-01-27,27,January,2013,41,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52,Small,White,Carbon Fiber,2 Years,Manufacturer B,3,11.63,6,8,False,70.13,FedEx,Same Day,Premium,30 Days
2013-05-19,19,May,2013,26,Young Adults (25-34),M,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,951,1252,2203,Extra Large,Green,Steel,3 Years,Manufacturer A,2,10.87,3,2,True,13.22,Posti,Same Day,Premium,60 Days
2013-02-21,21,February,2013,37,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,10,14,24,Extra Large,Green,Plastic,2 Years,Manufacturer B,5,12.02,8,8,True,92.01,GLS,Next Day,Premium,30 Days
2013-12-27,27,December,2013,29,Young Adults (25-34),F,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,27,15,42,Medium,Blue,Aluminum,Lifetime,Manufacturer A,1,9.43,2,27,True,14.79,FedEx,Same Day,Basic,No Return
2013-03-15,15,March,2013,28,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,70,36,106,Large,Green,Steel,1 Year,Manufacturer A,3,5.33,3,15,True,20.59,GLS,Express,Premium,7 Days
2013-10-13,13,October,2013,18,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,1860,6513,8373,Large,Black,Steel,Lifetime,Manufacturer D,4,2.47,8,17,True,18.1,Posti,Next Day,Premium,30 Days
2013-02-18,18,February,2013,39,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,717,1555,2272,Small,Red,Aluminum,2 Years,Manufacturer C,5,2.53,2,29,True,91.52,Posti,Standard,,60 Days
2013-02-13,13,February,2013,30,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,LL Road Tire,30,8,21,277,240,517,Extra Large,Black,Aluminum,1 Year,Manufacturer B,2,2.35,1,27,False,63.77,GLS,Same Day,Premium,7 Days
2013-08-18,18,August,2013,38,Adults (35-64),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",2,26,70,85,52,137,Medium,White,Aluminum,1 Year,Manufacturer A,3,11.66,2,13,False,27.5,UPS,Standard,,7 Days
2013-01-21,21,January,2013,40,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,340,325,665,Medium,Black,Steel,1 Year,Manufacturer C,2,12.26,5,5,True,43.1,GLS,Standard,Premium,30 Days
2013-01-03,3,January,2013,40,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,31,4,10,130,124,254,Medium,Red,Aluminum,1 Year,Manufacturer B,3,2.61,2,20,False,30.94,Posti,Next Day,Premium,7 Days
2013-04-06,6,April,2013,34,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,381,688,1069,Large,White,Aluminum,1 Year,Manufacturer C,1,2.24,2,4,True,99.28,UPS,Next Day,,30 Days
2013-03-18,18,March,2013,26,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,790,1555,2345,Large,Green,Aluminum,1 Year,Manufacturer B,5,11.85,5,0,False,59.28,GLS,Same Day,Premium,No Return
2013-06-09,9,June,2013,36,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire,22,11,29,294,242,536,Extra Large,White,Plastic,1 Year,Manufacturer D,5,13.12,3,8,False,16.36,Posti,Standard,Premium,7 Days
2013-05-11,11,May,2013,36,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,35,24,59,Small,Black,Plastic,Lifetime,Manufacturer C,4,8.39,5,3,False,10.96,Posti,Same Day,Premium,60 Days
2013-06-15,15,June,2013,39,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974,Medium,Red,Plastic,3 Years,Manufacturer B,4,4.01,7,14,True,72.28,Posti,Next Day,Premium,No Return
2013-11-27,27,November,2013,23,Youth (<25),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,17,3,8,84,51,135,Small,Black,Steel,1 Year,Manufacturer D,4,3.15,5,3,False,42.8,GLS,Standard,Premium,No Return
2013-08-16,16,August,2013,18,Youth (<25),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,27,8,22,247,216,463,Medium,Black,Aluminum,3 Years,Manufacturer C,5,3.61,2,20,True,61.95,Posti,Next Day,,No Return
2013-03-09,9,March,2013,33,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,47,40,87,Extra Large,Green,Steel,1 Year,Manufacturer D,4,12.12,4,22,True,44.23,Posti,Next Day,Premium,7 Days
2013-10-22,22,October,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,Extra Large,White,Aluminum,1 Year,Manufacturer C,3,11.36,6,25,True,12.62,Posti,Same Day,Premium,7 Days
2013-02-01,1,February,2013,35,Adults (35-64),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",11,38,50,110,418,528,Large,Green,Steel,2 Years,Manufacturer A,3,6.84,5,8,True,72.04,Posti,Standard,,7 Days
2013-07-05,5,July,2013,33,Young Adults (25-34),M,Germany,Brandenburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,Medium,Red,Plastic,3 Years,Manufacturer D,2,9.68,3,25,True,29.3,DHL,Same Day,Basic,60 Days
2013-11-04,4,November,2013,31,Young Adults (25-34),M,Australia,Queensland,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",18,38,50,72,684,756,Large,Black,Plastic,1 Year,Manufacturer A,2,7.89,1,0,True,78.5,GLS,Standard,Premium,No Return
2013-11-21,21,November,2013,55,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20,Small,Red,Carbon Fiber,3 Years,Manufacturer C,5,12.26,1,21,False,84.38,Posti,Same Day,,30 Days
2013-06-11,11,June,2013,45,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,105,78,183,Medium,Blue,Steel,2 Years,Manufacturer C,2,5.77,3,8,False,7.31,GLS,Standard,Basic,7 Days
2013-02-23,23,February,2013,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,Extra Large,Blue,Aluminum,1 Year,Manufacturer A,2,14.66,4,4,False,94.45,Posti,Next Day,Basic,30 Days
2013-01-24,24,January,2013,30,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,624,2166,2790,Large,Blue,Carbon Fiber,2 Years,Manufacturer D,3,6.87,1,10,False,78.81,FedEx,Express,Premium,7 Days
2013-04-02,2,April,2013,23,Youth (<25),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,25,3,8,81,75,156,Extra Large,Black,Steel,3 Years,Manufacturer C,2,9.53,8,21,True,74.83,FedEx,Standard,,7 Days
2013-05-06,6,May,2013,49,Adults (35-64),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,683,1266,1949,Small,White,Steel,2 Years,Manufacturer C,5,11.97,9,0,True,78.47,GLS,Express,Basic,No Return
2013-08-21,21,August,2013,22,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,59,50,109,Extra Large,Blue,Plastic,1 Year,Manufacturer A,2,11.05,8,8,False,24.27,FedEx,Same Day,Premium,No Return
2013-10-04,4,October,2013,29,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1884,4342,6226,Large,Blue,Plastic,1 Year,Manufacturer C,2,1.75,3,26,True,84.03,FedEx,Next Day,Basic,7 Days
2013-09-09,9,September,2013,28,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,361,299,660,Medium,Red,Aluminum,1 Year,Manufacturer A,1,6.88,8,11,False,44.79,Posti,Next Day,Premium,7 Days
2013-02-02,2,February,2013,34,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,166,99,265,Medium,Red,Aluminum,2 Years,Manufacturer A,3,4.7,5,11,True,48.75,FedEx,Next Day,Premium,60 Days
2013-09-18,18,September,2013,33,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,13,14,27,Small,Blue,Plastic,Lifetime,Manufacturer A,5,14.43,8,0,False,13.48,GLS,Next Day,,30 Days
2013-05-20,20,May,2013,30,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,124,78,202,Extra Large,Red,Aluminum,Lifetime,Manufacturer A,1,1.91,6,16,True,36.21,UPS,Same Day,Basic,30 Days
2013-10-03,3,October,2013,51,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,667,840,1507,Medium,Black,Plastic,3 Years,Manufacturer B,2,10.6,8,29,True,50.42,GLS,Next Day,,30 Days
2013-07-26,26,July,2013,30,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1335,2171,3506,Extra Large,Green,Plastic,Lifetime,Manufacturer B,4,11.23,2,9,False,40.12,UPS,Same Day,,30 Days
2013-08-27,27,August,2013,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,12,5,17,Medium,Black,Steel,1 Year,Manufacturer A,3,14.46,3,8,False,49.65,Posti,Express,Premium,7 Days
2013-12-08,8,December,2013,23,Youth (<25),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,3,7,9,5,21,26,Small,Red,Plastic,1 Year,Manufacturer A,2,13.74,6,16,True,11.17,GLS,Next Day,Basic,60 Days
2013-10-20,20,October,2013,39,Adults (35-64),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,2,3,8,10,6,16,Extra Large,White,Carbon Fiber,3 Years,Manufacturer D,5,8.89,6,6,True,95.16,UPS,Next Day,Basic,No Return
2013-12-09,9,December,2013,53,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,34,32,66,Small,Green,Steel,3 Years,Manufacturer B,1,14.95,2,19,True,38.93,UPS,Same Day,,60 Days
2013-09-15,15,September,2013,25,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,243,221,464,Small,Black,Aluminum,Lifetime,Manufacturer C,5,11.84,3,14,True,15.92,FedEx,Standard,Premium,7 Days
2013-08-20,20,August,2013,47,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,7,7,9,13,49,62,Medium,Red,Steel,1 Year,Manufacturer B,3,9.49,7,2,False,38.07,DHL,Next Day,Basic,No Return
2013-02-04,4,February,2013,43,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274,Large,Black,Steel,2 Years,Manufacturer D,2,11.96,4,14,False,35.0,GLS,Express,Basic,60 Days
2013-05-09,9,May,2013,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7,Small,Red,Plastic,1 Year,Manufacturer A,3,5.57,1,17,True,29.02,Posti,Next Day,Premium,30 Days
2013-11-17,17,November,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,68,46,114,Extra Large,White,Steel,1 Year,Manufacturer C,4,10.95,4,2,False,34.19,GLS,Express,Premium,30 Days
